CodProvincia;Provincia;CodMunicipio;Municipio;Poblacion;Recaudación
42;Soria;75;Dévanos;96;300
42;Soria;76;Deza;262;554
42;Soria;78;Duruelo de la Sierra;1297;568
42;Soria;79;Escobosa de Almazán;29;501
42;Soria;80;Espeja de San Marcelino;180;165
42;Soria;81;Espejón;198;166
42;Soria;82;Estepa de San Juan;8;112
42;Soria;83;Frechilla de Almazán;27;598
42;Soria;84;Fresno de Caracena;29;68
42;Soria;85;Fuentearmegil;219;20
42;Soria;86;Fuentecambrón;44;28
42;Soria;87;Fuentecantos;61;525
42;Soria;88;Fuentelmonge;80;208
42;Soria;89;Fuentelsaz de Soria;58;414
42;Soria;90;Fuentepinilla;103;61
42;Soria;92;Fuentes de Magaña;94;305
42;Soria;93;Fuentestrún;57;489
42;Soria;94;Garray;629;342
42;Soria;95;Golmayo;2219;240
42;Soria;96;Gómara;377;267
42;Soria;97;Gormaz;26;60
42;Soria;98;Herrera de Soria;14;236
42;Soria;100;Hinojosa del Campo;32;502
42;Soria;103;Langa de Duero;821;278
42;Soria;105;Liceras;63;16
42;Soria;106;Losilla, La;15;556
42;Soria;107;Magaña;89;460
42;Soria;108;Maján;13;379
42;Soria;110;Matalebreras;82;306
42;Soria;111;Matamala de Almazán;328;87
42;Soria;113;Medinaceli;810;82
42;Soria;115;Miño de Medinaceli;81;213
42;Soria;116;Miño de San Esteban;66;413
42;Soria;117;Molinos de Duero;180;299
42;Soria;118;Momblona;26;87
42;Soria;119;Monteagudo de las Vicarías;246;48
42;Soria;120;Montejo de Tiermes;188;83
42;Soria;121;Montenegro de Cameros;83;493
42;Soria;123;Morón de Almazán;222;497
42;Soria;124;Muriel de la Fuente;74;580
42;Soria;125;Muriel Viejo;81;334
42;Soria;127;Nafría de Ucero;46;480
42;Soria;128;Narros;45;75
42;Soria;129;Navaleno;877;68
42;Soria;130;Nepas;67;147
42;Soria;131;Nolay;59;260
42;Soria;132;Noviercas;180;149
42;Soria;134;Ólvega;3861;242
42;Soria;135;Oncala;100;387
42;Soria;139;Pinilla del Campo;23;165
42;Soria;140;Portillo de Soria;17;82
42;Soria;141;Póveda de Soria, La;122;225
42;Soria;142;Pozalmuro;73;312
42;Soria;144;Quintana Redonda;523;348
42;Soria;145;Quintanas de Gormaz;147;548
42;Soria;148;Quiñonería;12;147
42;Soria;149;Rábanos, Los;525;563
42;Soria;151;Rebollar;42;68
42;Soria;152;Recuerda;104;597
42;Soria;153;Rello;22;297
42;Soria;154;Renieblas;98;223
42;Soria;155;Retortillo de Soria;197;300
42;Soria;156;Reznos;33;417
42;Soria;157;Riba de Escalote, La;18;505
42;Soria;158;Rioseco de Soria;136;269
42;Soria;159;Rollamienta;40;82
42;Soria;160;Royo, El;315;184
42;Soria;161;Salduero;172;419
42;Soria;162;San Esteban de Gormaz;3223;149
42;Soria;163;San Felices;63;56
42;Soria;164;San Leonardo de Yagüe;2274;409
42;Soria;165;San Pedro Manrique;642;181
42;Soria;166;Santa Cruz de Yanguas;76;575
42;Soria;167;Santa María de Huerta;352;351
42;Soria;168;Santa María de las Hoyas;133;137
42;Soria;171;Serón de Nágima;169;554
42;Soria;172;Soliedra;34;520
42;Soria;173;Soria;40147;343
42;Soria;174;Sotillo del Rincón;202;391
42;Soria;175;Suellacabras;27;40
42;Soria;176;Tajahuerce;31;567
42;Soria;177;Tajueco;83;566
42;Soria;178;Talveila;140;408
42;Soria;181;Tardelcuende;484;500
42;Soria;182;Taroda;56;409
42;Soria;183;Tejado;135;190
42;Soria;184;Torlengua;80;408
42;Soria;185;Torreblacos;28;481
42;Soria;187;Torrubia de Soria;72;119
42;Soria;188;Trévago;65;419
42;Soria;189;Ucero;75;270
42;Soria;190;Vadillo;131;151
42;Soria;191;Valdeavellano de Tera;205;238
42;Soria;192;Valdegeña;42;57
42;Soria;193;Valdelagua del Cerro;17;182
42;Soria;194;Valdemaluque;207;536
42;Soria;195;Valdenebro;125;14
42;Soria;196;Valdeprado;13;527
42;Soria;197;Valderrodilla;90;336
42;Soria;198;Valtajeros;24;336
42;Soria;200;Velamazán;98;90
42;Soria;201;Velilla de la Sierra;30;416
42;Soria;202;Velilla de los Ajos;31;286
42;Soria;204;Viana de Duero;67;543
42;Soria;205;Villaciervos;98;567
42;Soria;206;Villanueva de Gormaz;10;60
42;Soria;207;Villar del Ala;56;480
42;Soria;208;Villar del Campo;23;577
42;Soria;209;Villar del Río;165;139
42;Soria;211;Villares de Soria, Los;99;465
42;Soria;212;Villasayas;75;497
42;Soria;213;Villaseca de Arciel;38;427
42;Soria;215;Vinuesa;975;48
42;Soria;216;Vizmanos;27;590
42;Soria;217;Vozmediano;41;586
42;Soria;218;Yanguas;123;16
42;Soria;219;Yelo;48;382
43;Tarragona;1;Aiguamúrcia;906;170
43;Tarragona;2;Albinyana;2367;250
43;Tarragona;3;Albiol, L';459;501
43;Tarragona;4;Alcanar;10658;542
43;Tarragona;5;Alcover;5143;237
43;Tarragona;6;Aldover;968;459
43;Tarragona;7;Aleixar, L';926;202
43;Tarragona;8;Alfara de Carles;399;332
43;Tarragona;9;Alforja;1865;193
43;Tarragona;10;Alió;394;513
43;Tarragona;11;Almoster;1381;475
43;Tarragona;12;Altafulla;4835;519
43;Tarragona;13;Ametlla de Mar, L';7688;487
43;Tarragona;14;Amposta;21434;575
43;Tarragona;15;Arbolí;113;75
43;Tarragona;16;Arboç, L';5486;125
43;Tarragona;17;Argentera, L';153;243
43;Tarragona;18;Arnes;492;12
43;Tarragona;19;Ascó;1680;573
43;Tarragona;20;Banyeres del Penedès;3019;521
43;Tarragona;21;Barberà de la Conca;526;411
43;Tarragona;22;Batea;2136;177
43;Tarragona;23;Bellmunt del Priorat;336;371
43;Tarragona;24;Bellvei;2110;190
43;Tarragona;25;Benifallet;771;55
43;Tarragona;26;Benissanet;1280;481
43;Tarragona;27;Bisbal de Falset, La;227;138
43;Tarragona;28;Bisbal del Penedès, La;3428;141
43;Tarragona;29;Blancafort;418;525
43;Tarragona;30;Bonastre;651;415
43;Tarragona;31;Borges del Camp, Les;2127;155
43;Tarragona;32;Bot;678;382
43;Tarragona;33;Botarell;1126;226
43;Tarragona;34;Bràfim;670;168
43;Tarragona;35;Cabacés;342;330
43;Tarragona;36;Cabra del Camp;1165;580
43;Tarragona;37;Calafell;24672;355
43;Tarragona;38;Cambrils;33535;156
43;Tarragona;39;Capafonts;121;71
43;Tarragona;40;Capçanes;421;495
43;Tarragona;41;Caseres;284;276
43;Tarragona;42;Castellvell del Camp;2845;50
43;Tarragona;43;Catllar, El;4164;225
43;Tarragona;44;Sénia, La;6083;372
43;Tarragona;45;Colldejou;177;99
43;Tarragona;46;Conesa;130;583
43;Tarragona;47;Constantí;6774;392
43;Tarragona;48;Corbera d'Ebre;1204;522
43;Tarragona;49;Cornudella de Montsant;1025;77
43;Tarragona;50;Creixell;3431;388
43;Tarragona;51;Cunit;12626;162
43;Tarragona;52;Xerta;1277;309
43;Tarragona;53;Duesaigües;241;543
43;Tarragona;54;Espluga de Francolí, L';3913;301
43;Tarragona;55;Falset;2894;598
43;Tarragona;56;Fatarella, La;1089;504
43;Tarragona;57;Febró, La;49;197
43;Tarragona;58;Figuera, La;128;471
43;Tarragona;59;Figuerola del Camp;348;141
43;Tarragona;60;Flix;3961;521
43;Tarragona;61;Forès;50;584
43;Tarragona;62;Freginals;482;279
43;Tarragona;63;Galera, La;843;458
43;Tarragona;64;Gandesa;3162;374
43;Tarragona;65;Garcia;592;456
43;Tarragona;66;Garidells, Els;193;103
43;Tarragona;67;Ginestar;937;493
43;Tarragona;68;Godall;812;126
43;Tarragona;69;Gratallops;259;479
43;Tarragona;70;Guiamets, Els;311;39
43;Tarragona;71;Horta de Sant Joan;1280;449
43;Tarragona;72;Lloar, El;116;405
43;Tarragona;73;Llorac;118;477
43;Tarragona;74;Llorenç del Penedès;2280;516
43;Tarragona;75;Margalef;110;507
43;Tarragona;76;Marçà;638;536
43;Tarragona;77;Mas de Barberans;636;257
43;Tarragona;78;Masdenverge;1122;283
43;Tarragona;79;Masllorenç;528;155
43;Tarragona;80;Masó, La;296;333
43;Tarragona;81;Maspujols;750;325
43;Tarragona;82;Masroig, El;565;268
43;Tarragona;83;Milà, El;174;277
43;Tarragona;84;Miravet;789;30
43;Tarragona;85;Molar, El;296;38
43;Tarragona;86;Montblanc;7356;438
43;Tarragona;88;Montbrió del Camp;2515;490
43;Tarragona;89;Montferri;396;139
43;Tarragona;90;Montmell, El;1511;72
43;Tarragona;91;Mont-ral;167;521
43;Tarragona;92;Mont-roig del Camp;12702;422
43;Tarragona;93;Móra d'Ebre;5704;168
43;Tarragona;94;Móra la Nova;3285;100
43;Tarragona;95;Morell, El;3514;63
43;Tarragona;96;Morera de Montsant, La;167;85
43;Tarragona;97;Nou de Gaià, La;555;109
43;Tarragona;98;Nulles;446;272
43;Tarragona;99;Palma d'Ebre, La;396;311
43;Tarragona;100;Pallaresos, Els;4387;351
43;Tarragona;101;Passanant i Belltall;161;221
43;Tarragona;102;Paüls;602;244
43;Tarragona;103;Perafort;1264;31
43;Tarragona;104;Perelló, El;3378;253
43;Tarragona;105;Piles, Les;214;435
43;Tarragona;106;Pinell de Brai, El;1124;448
43;Tarragona;107;Pira;501;104
43;Tarragona;108;Pla de Santa Maria, El;2375;587
43;Tarragona;109;Pobla de Mafumet, La;2948;214
43;Tarragona;110;Pobla de Massaluca, La;364;357
43;Tarragona;111;Pobla de Montornès, La;2897;97
43;Tarragona;112;Poboleda;370;463
43;Tarragona;113;Pont d'Armentera, El;605;405
43;Tarragona;114;Porrera;465;337
43;Tarragona;115;Pradell de la Teixeta;199;206
43;Tarragona;116;Prades;651;203
43;Tarragona;117;Prat de Comte;183;290
43;Tarragona;118;Pratdip;848;112
43;Tarragona;119;Puigpelat;1024;544
43;Tarragona;120;Querol;559;527
43;Tarragona;121;Rasquera;933;324
43;Tarragona;122;Renau;137;441
43;Tarragona;123;Reus;107211;160
43;Tarragona;124;Riba, La;659;325
43;Tarragona;125;Riba-roja d'Ebre;1316;423
43;Tarragona;126;Riera de Gaià, La;1691;164
43;Tarragona;127;Riudecanyes;1183;530
43;Tarragona;128;Riudecols;1289;153
43;Tarragona;129;Riudoms;6530;229
43;Tarragona;130;Rocafort de Queralt;268;326
43;Tarragona;131;Roda de Barà;6299;260
43;Tarragona;132;Rodonyà;508;331
43;Tarragona;133;Roquetes;8333;264
43;Tarragona;134;Rourell, El;401;376
43;Tarragona;135;Salomó;540;31
43;Tarragona;136;Sant Carles de la Ràpita;15232;221
43;Tarragona;137;Sant Jaume dels Domenys;2491;414
43;Tarragona;138;Santa Bàrbara;3898;40
43;Tarragona;139;Santa Coloma de Queralt;3040;510
43;Tarragona;140;Santa Oliva;3322;10
43;Tarragona;141;Pontils;134;156
43;Tarragona;142;Sarral;1662;274
43;Tarragona;143;Savallà del Comtat;68;538
43;Tarragona;144;Secuita, La;1607;302
43;Tarragona;145;Selva del Camp, La;5619;314
43;Tarragona;146;Senan;61;210
43;Tarragona;147;Solivella;660;391
43;Tarragona;148;Tarragona;133954;405
43;Tarragona;149;Tivenys;914;575
43;Tarragona;150;Tivissa;1818;497
43;Tarragona;151;Torre de Fontaubella, La;131;360
43;Tarragona;152;Torre de l'Espanyol, La;681;15
43;Tarragona;153;Torredembarra;15310;576
43;Tarragona;154;Torroja del Priorat;172;244
43;Tarragona;155;Tortosa;34734;514
43;Tarragona;156;Ulldecona;7372;432
43;Tarragona;157;Ulldemolins;434;523
43;Tarragona;158;Vallclara;125;162
43;Tarragona;159;Vallfogona de Riucorb;119;54
43;Tarragona;160;Vallmoll;1677;330
43;Tarragona;161;Valls;25084;65
43;Tarragona;162;Vandellòs i l'Hospitalet de l'Infant;5985;149
43;Tarragona;163;Vendrell, El;36647;402
43;Tarragona;164;Vespella de Gaià;395;261
43;Tarragona;165;Vilabella;829;447
43;Tarragona;166;Vilallonga del Camp;2204;551
43;Tarragona;167;Vilanova d'Escornalbou;570;181
43;Tarragona;168;Vilanova de Prades;129;587
43;Tarragona;169;Vilaplana;628;556
43;Tarragona;170;Vila-rodona;1280;199
43;Tarragona;171;Vila-seca;22052;553
43;Tarragona;172;Vilaverd;488;78
43;Tarragona;173;Vilella Alta, La;143;495
43;Tarragona;174;Vilella Baixa, La;222;170
43;Tarragona;175;Vilalba dels Arcs;717;246
43;Tarragona;176;Vimbodí i Poblet;1007;472
43;Tarragona;177;Vinebre;495;535
43;Tarragona;178;Vinyols i els Arcs;1936;476
43;Tarragona;901;Deltebre;12316;527
43;Tarragona;902;Sant Jaume d'Enveja;3549;537
43;Tarragona;903;Camarles;3609;199
43;Tarragona;904;Aldea, L';4530;78
43;Tarragona;905;Salou;26601;556
43;Tarragona;906;Ampolla, L';3606;343
43;Tarragona;907;Canonja, La;5723;282
44;Teruel;1;Ababuj;73;398
44;Teruel;2;Abejuela;55;418
44;Teruel;3;Aguatón;20;39
44;Teruel;4;Aguaviva;660;194
44;Teruel;5;Aguilar del Alfambra;73;580
44;Teruel;6;Alacón;331;593
44;Teruel;7;Alba;231;288
44;Teruel;8;Albalate del Arzobispo;2087;335
44;Teruel;9;Albarracín;1102;545
44;Teruel;10;Albentosa;290;390
44;Teruel;11;Alcaine;69;276
44;Teruel;12;Alcalá de la Selva;496;471
44;Teruel;13;Alcañiz;16424;263
44;Teruel;14;Alcorisa;3556;162
44;Teruel;16;Alfambra;622;30
44;Teruel;17;Aliaga;366;273
44;Teruel;18;Almohaja;28;105
44;Teruel;19;Alobras;79;171
44;Teruel;20;Alpeñés;25;130
44;Teruel;21;Allepuz;121;342
44;Teruel;22;Alloza;673;595
44;Teruel;23;Allueva;21;193
44;Teruel;24;Anadón;27;497
44;Teruel;25;Andorra;8266;291
44;Teruel;26;Arcos de las Salinas;105;271
44;Teruel;27;Arens de Lledó;205;310
44;Teruel;28;Argente;224;164
44;Teruel;29;Ariño;893;328
44;Teruel;31;Azaila;133;293
44;Teruel;32;Bádenas;21;105
44;Teruel;33;Báguena;370;43
44;Teruel;34;Bañón;162;314
44;Teruel;35;Barrachina;143;543
44;Teruel;36;Bea;30;361
44;Teruel;37;Beceite;607;543
44;Teruel;38;Belmonte de San José;126;369
44;Teruel;39;Bello;282;218
44;Teruel;40;Berge;254;51
44;Teruel;41;Bezas;78;594
44;Teruel;42;Blancas;158;511
44;Teruel;43;Blesa;125;478
44;Teruel;44;Bordón;131;81
44;Teruel;45;Bronchales;472;459
44;Teruel;46;Bueña;63;494
44;Teruel;47;Burbáguena;292;82
44;Teruel;48;Cabra de Mora;79;585
44;Teruel;49;Calaceite;1105;422
44;Teruel;50;Calamocha;4579;118
44;Teruel;51;Calanda;3956;10
44;Teruel;52;Calomarde;90;103
44;Teruel;53;Camañas;135;93
44;Teruel;54;Camarena de la Sierra;145;432
44;Teruel;55;Camarillas;117;22
44;Teruel;56;Caminreal;735;282
44;Teruel;59;Cantavieja;745;595
44;Teruel;60;Cañada de Benatanduz;39;489
44;Teruel;61;Cañada de Verich, La;106;183
44;Teruel;62;Cañada Vellida;38;130
44;Teruel;63;Cañizar del Olivar;110;481
44;Teruel;64;Cascante del Río;91;284
44;Teruel;65;Castejón de Tornos;64;143
44;Teruel;66;Castel de Cabra;138;443
44;Teruel;67;Castelnou;177;325
44;Teruel;68;Castelserás;834;20
44;Teruel;70;Castellar, El;64;188
44;Teruel;71;Castellote;794;258
44;Teruel;74;Cedrillas;631;269
44;Teruel;75;Celadas;406;498
44;Teruel;76;Cella;2878;431
44;Teruel;77;Cerollera, La;116;391
44;Teruel;80;Codoñera, La;377;532
44;Teruel;82;Corbalán;107;334
44;Teruel;84;Cortes de Aragón;72;217
44;Teruel;85;Cosa;61;386
44;Teruel;86;Cretas;598;278
44;Teruel;87;Crivillén;88;575
44;Teruel;88;Cuba, La;50;449
44;Teruel;89;Cubla;62;440
44;Teruel;90;Cucalón;108;373
44;Teruel;92;Cuervo, El;91;278
44;Teruel;93;Cuevas de Almudén;148;290
44;Teruel;94;Cuevas Labradas;128;343
44;Teruel;96;Ejulve;208;101
44;Teruel;97;Escorihuela;177;130
44;Teruel;99;Escucha;995;266
44;Teruel;100;Estercuel;259;166
44;Teruel;101;Ferreruela de Huerva;70;514
44;Teruel;102;Fonfría;30;237
44;Teruel;103;Formiche Alto;175;556
44;Teruel;105;Fórnoles;105;292
44;Teruel;106;Fortanete;222;23
44;Teruel;107;Foz-Calanda;279;550
44;Teruel;108;Fresneda, La;486;413
44;Teruel;109;Frías de Albarracín;151;348
44;Teruel;110;Fuenferrada;62;524
44;Teruel;111;Fuentes Calientes;116;564
44;Teruel;112;Fuentes Claras;576;509
44;Teruel;113;Fuentes de Rubielos;125;142
44;Teruel;114;Fuentespalda;317;445
44;Teruel;115;Galve;170;33
44;Teruel;116;Gargallo;122;475
44;Teruel;117;Gea de Albarracín;405;79
44;Teruel;118;Ginebrosa, La;216;357
44;Teruel;119;Griegos;143;458
44;Teruel;120;Guadalaviar;236;407
44;Teruel;121;Gúdar;77;539
44;Teruel;122;Híjar;1806;29
44;Teruel;123;Hinojosa de Jarque;151;58
44;Teruel;124;Hoz de la Vieja, La;79;226
44;Teruel;125;Huesa del Común;86;348
44;Teruel;126;Iglesuela del Cid, La;496;146
44;Teruel;127;Jabaloyas;83;248
44;Teruel;128;Jarque de la Val;91;403
44;Teruel;129;Jatiel;49;134
44;Teruel;130;Jorcas;41;200
44;Teruel;131;Josa;38;45
44;Teruel;132;Lagueruela;69;14
44;Teruel;133;Lanzuela;28;442
44;Teruel;135;Libros;141;430
44;Teruel;136;Lidón;55;455
44;Teruel;137;Linares de Mora;296;146
44;Teruel;138;Loscos;175;487
44;Teruel;141;Lledó;169;431
44;Teruel;142;Maicas;38;150
44;Teruel;143;Manzanera;554;299
44;Teruel;144;Martín del Río;429;520
44;Teruel;145;Mas de las Matas;1360;388
44;Teruel;146;Mata de los Olmos, La;281;209
44;Teruel;147;Mazaleón;567;15
44;Teruel;148;Mezquita de Jarque;118;373
44;Teruel;149;Mirambel;129;157
44;Teruel;150;Miravete de la Sierra;33;438
44;Teruel;151;Molinos;286;113
44;Teruel;152;Monforte de Moyuela;63;563
44;Teruel;153;Monreal del Campo;2709;225
44;Teruel;154;Monroyo;390;97
44;Teruel;155;Montalbán;1350;448
44;Teruel;156;Monteagudo del Castillo;67;405
44;Teruel;157;Monterde de Albarracín;66;467
44;Teruel;158;Mora de Rubielos;1649;592
44;Teruel;159;Moscardón;64;67
44;Teruel;160;Mosqueruela;621;579
44;Teruel;161;Muniesa;653;526
44;Teruel;163;Noguera de Albarracín;152;546
44;Teruel;164;Nogueras;31;373
44;Teruel;165;Nogueruelas;219;34
44;Teruel;167;Obón;39;193
44;Teruel;168;Odón;229;341
44;Teruel;169;Ojos Negros;445;408
44;Teruel;171;Olba;249;481
44;Teruel;172;Oliete;459;363
44;Teruel;173;Olmos, Los;124;46
44;Teruel;174;Orihuela del Tremedal;572;368
44;Teruel;175;Orrios;152;61
44;Teruel;176;Palomar de Arroyos;189;43
44;Teruel;177;Pancrudo;133;208
44;Teruel;178;Parras de Castellote, Las;69;559
44;Teruel;179;Peñarroya de Tastavins;497;57
44;Teruel;180;Peracense;77;542
44;Teruel;181;Peralejos;83;61
44;Teruel;182;Perales del Alfambra;269;397
44;Teruel;183;Pitarque;93;79
44;Teruel;184;Plou;48;541
44;Teruel;185;Pobo, El;142;526
44;Teruel;187;Portellada, La;254;504
44;Teruel;189;Pozondón;71;87
44;Teruel;190;Pozuel del Campo;90;95
44;Teruel;191;Puebla de Híjar, La;982;296
44;Teruel;192;Puebla de Valverde, La;550;297
44;Teruel;193;Puertomingalvo;144;94
44;Teruel;194;Ráfales;159;36
44;Teruel;195;Rillo;111;134
44;Teruel;196;Riodeva;173;367
44;Teruel;197;Ródenas;79;256
44;Teruel;198;Royuela;247;346
44;Teruel;199;Rubiales;61;556
44;Teruel;200;Rubielos de la Cérida;43;544
44;Teruel;201;Rubielos de Mora;755;414
44;Teruel;203;Salcedillo;10;459
44;Teruel;204;Saldón;28;555
44;Teruel;205;Samper de Calanda;884;59
44;Teruel;206;San Agustín;177;46
44;Teruel;207;San Martín del Río;191;309
44;Teruel;208;Santa Cruz de Nogueras;39;212
44;Teruel;209;Santa Eulalia;1122;344
44;Teruel;210;Sarrión;1129;516
44;Teruel;211;Segura de los Baños;40;388
44;Teruel;212;Seno;45;312
44;Teruel;213;Singra;84;499
44;Teruel;215;Terriente;191;63
44;Teruel;216;Teruel;35841;11
44;Teruel;217;Toril y Masegoso;35;59
44;Teruel;218;Tormón;34;37
44;Teruel;219;Tornos;231;373
44;Teruel;220;Torralba de los Sisones;181;186
44;Teruel;221;Torrecilla de Alcañiz;447;342
44;Teruel;222;Torrecilla del Rebollar;142;249
44;Teruel;223;Torre de Arcas;88;255
44;Teruel;224;Torre de las Arcas;30;195
44;Teruel;225;Torre del Compte;148;556
44;Teruel;226;Torrelacárcel;200;97
44;Teruel;227;Torre los Negros;98;455
44;Teruel;228;Torremocha de Jiloca;128;443
44;Teruel;229;Torres de Albarracín;167;584
44;Teruel;230;Torrevelilla;199;126
44;Teruel;231;Torrijas;57;528
44;Teruel;232;Torrijo del Campo;506;245
44;Teruel;234;Tramacastiel;85;116
44;Teruel;235;Tramacastilla;125;250
44;Teruel;236;Tronchón;100;542
44;Teruel;237;Urrea de Gaén;516;221
44;Teruel;238;Utrillas;3238;107
44;Teruel;239;Valacloche;28;509
44;Teruel;240;Valbona;211;208
44;Teruel;241;Valdealgorfa;651;185
44;Teruel;243;Valdecuenca;56;272
44;Teruel;244;Valdelinares;106;236
44;Teruel;245;Valdeltormo;317;571
44;Teruel;246;Valderrobres;2335;432
44;Teruel;247;Valjunquera;386;240
44;Teruel;249;Vallecillo, El;54;527
44;Teruel;250;Veguillas de la Sierra;20;473
44;Teruel;251;Villafranca del Campo;323;369
44;Teruel;252;Villahermosa del Campo;99;315
44;Teruel;256;Villanueva del Rebollar de la Sierra;47;331
44;Teruel;257;Villar del Cobo;202;214
44;Teruel;258;Villar del Salz;79;371
44;Teruel;260;Villarluengo;200;556
44;Teruel;261;Villarquemado;904;93
44;Teruel;262;Villarroya de los Pinares;163;126
44;Teruel;263;Villastar;480;242
44;Teruel;264;Villel;347;600
44;Teruel;265;Vinaceite;308;226
44;Teruel;266;Visiedo;145;324
44;Teruel;267;Vivel del Río Martín;86;36
44;Teruel;268;Zoma, La;22;175
45;Toledo;1;Ajofrín;2288;151
45;Toledo;2;Alameda de la Sagra;3511;428
45;Toledo;3;Albarreal de Tajo;743;33
45;Toledo;4;Alcabón;756;413
45;Toledo;5;Alcañizo;319;126
45;Toledo;6;Alcaudete de la Jara;2057;35
45;Toledo;7;Alcolea de Tajo;916;312
45;Toledo;8;Aldea en Cabo;218;232
45;Toledo;9;Aldeanueva de Barbarroya;650;338
45;Toledo;10;Aldeanueva de San Bartolomé;504;40
45;Toledo;11;Almendral de la Cañada;361;271
45;Toledo;12;Almonacid de Toledo;881;101
45;Toledo;13;Almorox;2444;356
45;Toledo;14;Añover de Tajo;5413;37
45;Toledo;15;Arcicóllar;822;290
45;Toledo;16;Argés;5712;349
45;Toledo;17;Azután;295;83
45;Toledo;18;Barcience;760;552
45;Toledo;19;Bargas;9874;277
45;Toledo;20;Belvís de la Jara;1788;589
45;Toledo;21;Borox;3556;174
45;Toledo;22;Buenaventura;490;67
45;Toledo;23;Burguillos de Toledo;2789;438
45;Toledo;24;Burujón;1446;584
45;Toledo;25;Cabañas de la Sagra;1932;371
45;Toledo;26;Cabañas de Yepes;305;543
45;Toledo;27;Cabezamesada;490;435
45;Toledo;28;Calera y Chozas;4738;516
45;Toledo;29;Caleruela;261;498
45;Toledo;30;Calzada de Oropesa;563;30
45;Toledo;31;Camarena;3862;552
45;Toledo;32;Camarenilla;605;131
45;Toledo;33;Campillo de la Jara, El;446;13
45;Toledo;34;Camuñas;1886;421
45;Toledo;35;Cardiel de los Montes;390;450
45;Toledo;36;Carmena;839;310
45;Toledo;37;Carpio de Tajo, El;2154;175
45;Toledo;38;Carranque;4473;372
45;Toledo;39;Carriches;301;353
45;Toledo;40;Casar de Escalona, El;2175;551
45;Toledo;41;Casarrubios del Monte;5600;460
45;Toledo;42;Casasbuenas;210;469
45;Toledo;43;Castillo de Bayuela;1024;48
45;Toledo;45;Cazalegas;1852;67
45;Toledo;46;Cebolla;3862;21
45;Toledo;47;Cedillo del Condado;3426;365
45;Toledo;48;Cerralbos, Los;459;54
45;Toledo;49;Cervera de los Montes;470;203
45;Toledo;50;Ciruelos;687;270
45;Toledo;51;Cobeja;2373;378
45;Toledo;52;Cobisa;4120;153
45;Toledo;53;Consuegra;10923;224
45;Toledo;54;Corral de Almaguer;6235;298
45;Toledo;55;Cuerva;1564;130
45;Toledo;56;Chozas de Canales;4104;442
45;Toledo;57;Chueca;270;504
45;Toledo;58;Domingo Pérez;492;20
45;Toledo;59;Dosbarrios;2362;166
45;Toledo;60;Erustes;245;467
45;Toledo;61;Escalona;3454;378
45;Toledo;62;Escalonilla;1546;58
45;Toledo;63;Espinoso del Rey;577;344
45;Toledo;64;Esquivias;5507;530
45;Toledo;65;Estrella, La;305;554
45;Toledo;66;Fuensalida;11278;214
45;Toledo;67;Gálvez;3355;595
45;Toledo;68;Garciotum;182;297
45;Toledo;69;Gerindote;2425;268
45;Toledo;70;Guadamur;1847;117
45;Toledo;71;Guardia, La;2317;583
45;Toledo;72;Herencias, Las;840;448
45;Toledo;73;Herreruela de Oropesa;454;212
45;Toledo;74;Hinojosa de San Vicente;446;180
45;Toledo;75;Hontanar;200;422
45;Toledo;76;Hormigos;834;454
45;Toledo;77;Huecas;711;72
45;Toledo;78;Huerta de Valdecarábanos;1900;335
45;Toledo;79;Iglesuela, La;441;327
45;Toledo;80;Illán de Vacas;2;493
45;Toledo;81;Illescas;24581;503
45;Toledo;82;Lagartera;1558;156
45;Toledo;83;Layos;589;90
45;Toledo;84;Lillo;3114;297
45;Toledo;85;Lominchar;2369;513
45;Toledo;86;Lucillos;656;570
45;Toledo;87;Madridejos;11206;238
45;Toledo;88;Magán;3087;571
45;Toledo;89;Malpica de Tajo;2091;70
45;Toledo;90;Manzaneque;446;160
45;Toledo;91;Maqueda;543;222
45;Toledo;92;Marjaliza;316;265
45;Toledo;93;Marrupe;175;570
45;Toledo;94;Mascaraque;523;130
45;Toledo;95;Mata, La;1019;236
45;Toledo;96;Mazarambroz;1315;129
45;Toledo;97;Mejorada;1320;43
45;Toledo;98;Menasalbas;3117;460
45;Toledo;99;Méntrida;4987;393
45;Toledo;100;Mesegar de Tajo;237;570
45;Toledo;101;Miguel Esteban;5417;188
45;Toledo;102;Mocejón;5003;369
45;Toledo;103;Mohedas de la Jara;491;388
45;Toledo;104;Montearagón;555;364
45;Toledo;105;Montesclaros;455;412
45;Toledo;106;Mora;10466;572
45;Toledo;107;Nambroca;4298;521
45;Toledo;108;Nava de Ricomalillo, La;635;38
45;Toledo;109;Navahermosa;4143;560
45;Toledo;110;Navalcán;2358;483
45;Toledo;111;Navalmoralejo;73;250
45;Toledo;112;Navalmorales, Los;2872;403
45;Toledo;113;Navalucillos, Los;2574;488
45;Toledo;114;Navamorcuende;683;254
45;Toledo;115;Noblejas;3670;122
45;Toledo;116;Noez;980;242
45;Toledo;117;Nombela;1021;358
45;Toledo;118;Novés;2950;548
45;Toledo;119;Numancia de la Sagra;4951;62
45;Toledo;120;Nuño Gómez;172;270
45;Toledo;121;Ocaña;11147;524
45;Toledo;122;Olías del Rey;7010;390
45;Toledo;123;Ontígola;4042;507
45;Toledo;124;Orgaz;2804;172
45;Toledo;125;Oropesa;2902;332
45;Toledo;126;Otero;381;304
